-18.86,-0.434,1.875
-18.442,-0.213,1.875
-17.99,-0.076,1.875
-17.52,-0.027,1.875
-17.049,-0.068,1.875
-16.595,-0.198,1.875
-16.173,-0.413,1.875
-15.801,-0.703,1.875
-15.49,-1.059,1.875
-15.252,-1.468,1.875
-15.097,-1.914,1.875
-15.03,-2.382,1.875
-15.052,-2.854,1.875
-15.164,-3.313,1.875
-15.361,-3.742,1.875
-15.63,-4.117,1.875
-15.86,-4.349,1.875
-16.118,-4.55,1.875
-16.496,-4.758,1.875
-16.606,-4.803,1.875
-17.047,-4.932,1.875
-17.52,-4.973,1.875
-17.99,-4.924,1.875
-18.442,-4.787,1.875
-18.86,-4.566,1.875
-19.228,-4.27,1.875
-19.533,-3.909,1.875
-19.764,-3.496,1.875
-19.912,-3.048,1.875
-19.972,-2.579,1.875
-19.943,-2.119,1.875
-19.87,-1.8,1.875
-19.758,-1.494,1.875
-19.533,-1.091,1.875
-19.357,-0.883,1.875
