-13.586,-16.78,1.725
-13.375,-16.711,1.725
-13.143,-16.582,1.725
-13.024,-16.488,1.725
-12.918,-16.38,1.725
-12.764,-16.163,1.725
-12.697,-16.028,1.725
-12.643,-15.873,1.725
-12.504,-15.211,1.725
-12.357,-14.678,1.725
-12.177,-14.154,1.725
-11.964,-13.642,1.725
-11.719,-13.145,1.725
-11.443,-12.665,1.725
-11.136,-12.203,1.725
-10.801,-11.761,1.725
-10.439,-11.342,1.725
-10.047,-10.942,1.725
-9.428,-10.405,1.725
-8.977,-10.072,1.725
-8.506,-9.769,1.725
-7.779,-9.378,1.725
-7.012,-9.057,1.725
-6.219,-8.81,1.725
-5.405,-8.639,1.725
-4.585,-8.547,1.725
-4.036,-8.53,1.725
4.042,-8.53,1.725
4.855,-8.569,1.725
5.678,-8.687,1.725
6.486,-8.884,1.725
7.266,-9.154,1.725
7.784,-9.381,1.725
8.511,-9.772,1.725
9.203,-10.233,1.725
9.848,-10.758,1.725
10.435,-11.337,1.725
10.805,-11.765,1.725
11.293,-12.431,1.725
11.719,-13.145,1.725
12.073,-13.891,1.725
12.274,-14.42,1.725
12.502,-15.203,1.725
12.658,-15.92,1.725
12.713,-16.065,1.725
12.79,-16.209,1.725
12.877,-16.332,1.725
13.056,-16.513,1.725
13.266,-16.658,1.725
13.392,-16.718,1.725
13.603,-16.78,1.725
22.28,-16.78,1.725
22.28,1.78,1.725
13.586,1.78,1.725
13.292,1.671,1.725
13.087,1.539,1.725
12.911,1.371,1.725
12.764,1.163,1.725
12.697,1.028,1.725
12.643,0.873,1.725
12.504,0.211,1.725
12.357,-0.322,1.725
12.177,-0.846,1.725
11.964,-1.358,1.725
11.719,-1.855,1.725
11.443,-2.335,1.725
11.136,-2.797,1.725
10.801,-3.239,1.725
10.439,-3.658,1.725
10.047,-4.058,1.725
9.428,-4.595,1.725
8.977,-4.928,1.725
8.506,-5.231,1.725
7.779,-5.622,1.725
7.012,-5.943,1.725
6.219,-6.19,1.725
5.405,-6.361,1.725
4.585,-6.453,1.725
4.036,-6.47,1.725
-4.042,-6.47,1.725
-4.855,-6.431,1.725
-5.678,-6.313,1.725
-6.486,-6.116,1.725
-7.266,-5.846,1.725
-7.784,-5.619,1.725
-8.511,-5.228,1.725
-9.203,-4.767,1.725
-9.848,-4.242,1.725
-10.435,-3.663,1.725
-10.805,-3.235,1.725
-11.293,-2.569,1.725
-11.719,-1.855,1.725
-12.073,-1.109,1.725
-12.274,-0.58,1.725
-12.502,0.203,1.725
-12.658,0.92,1.725
-12.713,1.065,1.725
-12.79,1.209,1.725
-12.877,1.332,1.725
-13.064,1.522,1.725
-13.176,1.604,1.725
-13.403,1.721,1.725
-13.603,1.78,1.725
-22.28,1.78,1.725
-22.28,-16.58,1.725
